"gene_id","cell_type","log2FC","lfcSE","pval","padj","baseMean"
"RPAP3","Excitatory_neuron",0.0178404411335598,0.411471966668808,0.965416468073363,0.999784705755525,58.9321156041155
"ACSM3","Excitatory_neuron",-0.372561880505132,1.48018434998555,0.80127322876297,0.999784705755525,1.18576043620906
"REXO5","Excitatory_neuron",-1.07142020249963,0.484886083927569,0.0271306559751662,0.774166922901993,22.5331817890718
"CIAPIN1","Excitatory_neuron",0.409087852746307,0.508633157623912,0.421230317109836,0.999784705755525,41.7001303241988
"SPPL2B","Excitatory_neuron",-0.211310139335777,0.660657871229566,0.749083512117413,0.999784705755525,104.217277039544
"ATOSB","Excitatory_neuron",0.0719920257635803,0.969395395046297,0.940799627216991,0.999784705755525,4.09470477273439
"PRKAR2B","Excitatory_neuron",-0.479400153518698,0.427685432278277,0.262322913406259,0.999784705755525,130.729702295146
"MSL3","Excitatory_neuron",-0.424953840978126,0.424792900562234,0.317127192690349,0.999784705755525,43.4398732653679
"CREBBP","Excitatory_neuron",-0.00780819686028347,0.417409195319158,0.985075373354853,0.999784705755525,173.142879567018
"TSPOAP1","Excitatory_neuron",-0.673406799145739,0.561108497586269,0.230086324564923,0.999784705755525,645.723522522862
"MPO","Excitatory_neuron",-1.5544225679436,1.31112716947273,0.235795310802761,0.999784705755525,6.48134354643123
"PON1","Excitatory_neuron",-0.195531870700171,1.15659317825351,0.865750652451089,0.999784705755525,3.68778181682501
"GCFC2","Excitatory_neuron",-0.0067403722258943,0.51493317441384,0.989556148986237,0.999784705755525,128.461059234416
"WDR54","Excitatory_neuron",-0.0882247994444595,0.742715024489635,0.905444204440449,0.999784705755525,10.0787987863139
"CROT","Excitatory_neuron",-0.285684095231406,0.647103881539632,0.658864783957447,0.999784705755525,27.7233694133265
"ABCB4","Excitatory_neuron",2.80470198377338,1.25713028603523,0.0256787940546611,0.762337653316784,58.698754937881
"KMT2E","Excitatory_neuron",0.175556575694882,0.35141214515937,0.617374658823008,0.999784705755525,600.917439749428
